================================================================================
Started       : 2026-04-22T17:50:03
Grid          : 4 rows x 5 cols
Students      : 20
Attention mode: equitable
Iterations    : 9999
--------------------------------------------------------------------------------
[290]  knowledge=0.3953  attention=0.9587  distractors=00/20  challenge=0.2818
[291]  knowledge=0.3953  attention=0.9575  distractors=00/20  challenge=0.2818
[292]  knowledge=0.3953  attention=0.9579  distractors=00/20  challenge=0.2797
[293]  knowledge=0.3953  attention=0.9604  distractors=00/20  challenge=0.2846
[294]  knowledge=0.3953  attention=0.9648  distractors=00/20  challenge=0.2921
[295]  knowledge=0.4016  attention=0.9657  distractors=00/20  challenge=0.2956
[296]  knowledge=0.4038  attention=0.9657  distractors=00/20  challenge=0.2952
[297]  knowledge=0.4038  attention=0.9648  distractors=00/20  challenge=0.2972
[298]  knowledge=0.4038  attention=0.9626  distractors=00/20  challenge=0.2981
[299]  knowledge=0.4113  attention=0.9617  distractors=00/20  challenge=0.3002
[300]  knowledge=0.4113  attention=0.9590  distractors=00/20  challenge=0.2983
[301]  knowledge=0.4113  attention=0.9617  distractors=00/20  challenge=0.3081
[302]  knowledge=0.4135  attention=0.9610  distractors=00/20  challenge=0.3062
[303]  knowledge=0.4135  attention=0.9611  distractors=00/20  challenge=0.3041
[304]  knowledge=0.4135  attention=0.9577  distractors=00/20  challenge=0.3085
[305]  knowledge=0.4135  attention=0.9556  distractors=00/20  challenge=0.3073
[306]  knowledge=0.4135  attention=0.9573  distractors=00/20  challenge=0.3047
[307]  knowledge=0.4135  attention=0.9549  distractors=00/20  challenge=0.3046
[308]  knowledge=0.4135  attention=0.9556  distractors=00/20  challenge=0.3083
[309]  knowledge=0.4135  attention=0.9546  distractors=00/20  challenge=0.3063
[310]  knowledge=0.4135  attention=0.9536  distractors=00/20  challenge=0.3085
[311]  knowledge=0.4135  attention=0.9533  distractors=00/20  challenge=0.3078
[312]  knowledge=0.4135  attention=0.9539  distractors=00/20  challenge=0.3034
[313]  knowledge=0.4135  attention=0.9577  distractors=00/20  challenge=0.3042
[314]  knowledge=0.4135  attention=0.9580  distractors=00/20  challenge=0.3027
[315]  knowledge=0.4135  attention=0.9552  distractors=00/20  challenge=0.2957
[316]  knowledge=0.4135  attention=0.9558  distractors=00/20  challenge=0.2961
[317]  knowledge=0.4135  attention=0.9595  distractors=00/20  challenge=0.2952
[318]  knowledge=0.4135  attention=0.9604  distractors=00/20  challenge=0.3000
[319]  knowledge=0.4135  attention=0.9578  distractors=00/20  challenge=0.2996
[320]  knowledge=0.4135  attention=0.9618  distractors=00/20  challenge=0.2958
[321]  knowledge=0.4135  attention=0.9593  distractors=00/20  challenge=0.2958
[322]  knowledge=0.4135  attention=0.9625  distractors=00/20  challenge=0.2970
[323]  knowledge=0.4135  attention=0.9594  distractors=00/20  challenge=0.2992
[324]  knowledge=0.4135  attention=0.9573  distractors=00/20  challenge=0.3005
[325]  knowledge=0.4135  attention=0.9580  distractors=00/20  challenge=0.3061
[326]  knowledge=0.4135  attention=0.9578  distractors=00/20  challenge=0.3106
[327]  knowledge=0.4135  attention=0.9590  distractors=00/20  challenge=0.3083
[328]  knowledge=0.4135  attention=0.9626  distractors=00/20  challenge=0.3089
[329]  knowledge=0.4135  attention=0.9595  distractors=00/20  challenge=0.3061
[330]  knowledge=0.4135  attention=0.9631  distractors=00/20  challenge=0.3053
[331]  knowledge=0.4135  attention=0.9622  distractors=00/20  challenge=0.3065
[332]  knowledge=0.4135  attention=0.9593  distractors=00/20  challenge=0.3067
[333]  knowledge=0.4135  attention=0.9597  distractors=00/20  challenge=0.3056
[334]  knowledge=0.4135  attention=0.9584  distractors=00/20  challenge=0.3044
[335]  knowledge=0.4135  attention=0.9559  distractors=00/20  challenge=0.3098
[336]  knowledge=0.4135  attention=0.9558  distractors=00/20  challenge=0.3106
[337]  knowledge=0.4135  attention=0.9572  distractors=00/20  challenge=0.3117
[338]  knowledge=0.4135  attention=0.9553  distractors=00/20  challenge=0.3142
[339]  knowledge=0.4273  attention=0.9583  distractors=00/20  challenge=0.3134
[340]  knowledge=0.4273  attention=0.9610  distractors=00/20  challenge=0.3138
[341]  knowledge=0.4273  attention=0.9550  distractors=00/20  challenge=0.3181
[342]  knowledge=0.4295  attention=0.9618  distractors=00/20  challenge=0.3204
[343]  knowledge=0.4295  attention=0.9661  distractors=00/20  challenge=0.3206
[344]  knowledge=0.4295  attention=0.9681  distractors=00/20  challenge=0.3260
[345]  knowledge=0.4295  attention=0.9699  distractors=00/20  challenge=0.3298
[346]  knowledge=0.4392  attention=0.9647  distractors=00/20  challenge=0.3297
[347]  knowledge=0.4392  attention=0.9658  distractors=00/20  challenge=0.3300
[348]  knowledge=0.4392  attention=0.9630  distractors=00/20  challenge=0.3330
[349]  knowledge=0.4392  attention=0.9608  distractors=00/20  challenge=0.3383
[350]  knowledge=0.4455  attention=0.9644  distractors=00/20  challenge=0.3374
[351]  knowledge=0.4455  attention=0.9682  distractors=00/20  challenge=0.3396
[352]  knowledge=0.4477  attention=0.9680  distractors=00/20  challenge=0.3383
